資料基準年度,產業別,市場,臺灣對該市場出口額USD千美元,臺灣對該市場出口額排名,市場成長率%,市場占比%
106,運輸工具,吐瓦魯,27,160,285.71,0
106,運輸工具,剛果民主共和國,26,161,2500,0
106,運輸工具,亞塞拜然,25,162,400,0
106,運輸工具,剛果,24,163,118.18,0
106,運輸工具,安地卡及巴布達,17,164,70,0
106,運輸工具,索羅門群島,14,165,-33.33,0
106,運輸工具,莫三比克,14,165,-44,0
106,運輸工具,喀麥隆,9,166,28.57,0
106,運輸工具,獅子山,9,166,0,0
106,運輸工具,賴索托,9,166,-30.77,0
106,運輸工具,波士尼亞及赫塞哥維納,7,167,-66.67,0
106,運輸工具,美屬薩摩亞,6,168,-,0
106,運輸工具,諾魯,6,168,0,0
106,運輸工具,寮國,5,169,-83.33,0
106,運輸工具,摩納哥,5,169,-,0
106,運輸工具,格瑞那達,5,169,-90.57,0
106,運輸工具,聖露西亞,5,169,-,0
106,運輸工具,亞美尼亞,2,170,-,0
106,運輸工具,烏茲別克,2,170,-75,0
106,運輸工具,薩摩亞,1,171,-75,0
106,調製食品；飲料及菸酒,中國大陸,529335,1,17.99,24
106,調製食品；飲料及菸酒,越南,360685,2,14.99,16.35
106,調製食品；飲料及菸酒,美國,270227,3,10.02,12.25
106,調製食品；飲料及菸酒,香港,266509,4,18.24,12.08
106,調製食品；飲料及菸酒,南韓,112866,5,77.56,5.12
106,調製食品；飲料及菸酒,日本,74713,6,11.66,3.39
106,調製食品；飲料及菸酒,馬來西亞,73688,7,9.17,3.34
106,調製食品；飲料及菸酒,新加坡,64989,8,7.18,2.95
106,調製食品；飲料及菸酒,荷蘭,58046,9,11.33,2.63
106,調製食品；飲料及菸酒,澳大利亞,48810,10,13.58,2.21
106,調製食品；飲料及菸酒,加拿大,43401,11,15.93,1.97
106,調製食品；飲料及菸酒,菲律賓,39791,12,41.17,1.8
106,調製食品；飲料及菸酒,泰國,30527,13,3.75,1.38
106,調製食品；飲料及菸酒,印尼,25061,14,14.75,1.14
106,調製食品；飲料及菸酒,其他國家,22721,15,4.16,1.03
106,調製食品；飲料及菸酒,英國,17686,16,17.03,0.8
106,調製食品；飲料及菸酒,德國,16130,17,-3.77,0.73
106,調製食品；飲料及菸酒,緬甸,12851,18,36.87,0.58
106,調製食品；飲料及菸酒,柬埔寨,12395,19,-54.91,0.56
106,調製食品；飲料及菸酒,法國,11106,20,5.48,0.5
106,調製食品；飲料及菸酒,關島,10332,21,-0.45,0.47
106,調製食品；飲料及菸酒,澳門,9899,22,2.93,0.45
106,調製食品；飲料及菸酒,南非,6722,23,3.34,0.3
106,調製食品；飲料及菸酒,紐西蘭,6252,24,4.74,0.28
106,調製食品；飲料及菸酒,印度,5882,25,47.12,0.27
106,調製食品；飲料及菸酒,義大利,5476,26,29.55,0.25
106,調製食品；飲料及菸酒,賽普勒斯,4315,27,4.76,0.2
106,調製食品；飲料及菸酒,波蘭,3702,28,171.61,0.17
106,調製食品；飲料及菸酒,巴西,3288,29,43.77,0.15
106,調製食品；飲料及菸酒,西班牙,3063,30,-0.62,0.14
106,調製食品；飲料及菸酒,比利時,2850,31,19.6,0.13
106,調製食品；飲料及菸酒,以色列,2823,32,70.78,0.13
106,調製食品；飲料及菸酒,宏都拉斯,2742,33,-18.32,0.12
106,調製食品；飲料及菸酒,汶萊,2685,34,8.35,0.12
106,調製食品；飲料及菸酒,巴拿馬,2671,35,-14.17,0.12
106,調製食品；飲料及菸酒,瑞典,2418,36,11.53,0.11
106,調製食品；飲料及菸酒,其他大洋洲國家,2178,37,11.75,0.1
106,調製食品；飲料及菸酒,捷克,1851,38,4.05,0.08
106,調製食品；飲料及菸酒,俄羅斯,1742,39,31.37,0.08
106,調製食品；飲料及菸酒,葡萄牙,1650,40,-10.91,0.07
106,調製食品；飲料及菸酒,墨西哥,1444,41,145.58,0.07
106,調製食品；飲料及菸酒,瓜地馬拉,1412,42,88.27,0.06
106,調製食品；飲料及菸酒,阿拉伯聯合大公國,1403,43,-24.41,0.06
106,調製食品；飲料及菸酒,瑞士,1251,44,16.05,0.06
106,調製食品；飲料及菸酒,薩爾瓦多,1230,45,-17.67,0.06
106,調製食品；飲料及菸酒,土耳其,1133,46,33.92,0.05
106,調製食品；飲料及菸酒,立陶宛,1113,47,-16.88,0.05
106,調製食品；飲料及菸酒,科威特,978,48,-27.66,0.04
106,調製食品；飲料及菸酒,哥倫比亞,942,49,-3.68,0.04
106,調製食品；飲料及菸酒,智利,940,50,24.34,0.04
106,調製食品；飲料及菸酒,孟加拉,884,51,60.14,0.04
106,調製食品；飲料及菸酒,秘魯,822,52,22.5,0.04
106,調製食品；飲料及菸酒,阿根廷,776,53,8.84,0.04
106,調製食品；飲料及菸酒,帛琉,759,54,-0.78,0.03
106,調製食品；飲料及菸酒,紐喀里多尼亞,746,55,4.78,0.03
106,調製食品；飲料及菸酒,沙烏地阿拉伯,726,56,-18.15,0.03
106,調製食品；飲料及菸酒,迦納,717,57,-31.19,0.03
106,調製食品；飲料及菸酒,約旦,704,58,21.8,0.03
106,調製食品；飲料及菸酒,尼加拉瓜,628,59,1.62,0.03
106,調製食品；飲料及菸酒,千里達及托巴哥,605,60,-36.25,0.03
106,調製食品；飲料及菸酒,哥斯大黎加,597,61,-11.03,0.03
106,調製食品；飲料及菸酒,羅馬尼亞,566,62,44.76,0.03
106,調製食品；飲料及菸酒,希臘,517,63,-19.22,0.02
106,調製食品；飲料及菸酒,多明尼加,501,64,55.11,0.02
106,調製食品；飲料及菸酒,馬紹爾群島共和國,479,65,7.16,0.02
106,調製食品；飲料及菸酒,烏拉圭,470,66,46.88,0.02
106,調製食品；飲料及菸酒,保加利亞,466,67,25.95,0.02
106,調製食品；飲料及菸酒,斯里蘭卡,429,68,-20.85,0.02
106,調製食品；飲料及菸酒,模里西斯,428,69,56.2,0.02
106,調製食品；飲料及菸酒,挪威,424,70,-12.4,0.02
106,調製食品；飲料及菸酒,喬治亞,394,71,-47.26,0.02
106,調製食品；飲料及菸酒,委內瑞拉,373,72,96.32,0.02
106,調製食品；飲料及菸酒,黎巴嫩,368,73,-30.3,0.02
106,調製食品；飲料及菸酒,美屬薩摩亞,349,74,7.38,0.02
106,調製食品；飲料及菸酒,奧地利,311,75,139.23,0.01
106,調製食品；飲料及菸酒,厄瓜多,302,76,8.24,0.01
106,調製食品；飲料及菸酒,巴基斯坦,268,77,436,0.01
106,調製食品；飲料及菸酒,伊拉克,255,78,75.86,0.01
106,調製食品；飲料及菸酒,拉脫維亞,250,79,2.04,0.01
106,調製食品；飲料及菸酒,卡達,247,80,-0.8,0.01
106,調製食品；飲料及菸酒,貝里斯,236,81,17.41,0.01
106,調製食品；飲料及菸酒,蘇利南,228,82,6.05,0.01
106,調製食品；飲料及菸酒,匈牙利,225,83,3114.29,0.01
106,調製食品；飲料及菸酒,斯洛伐克,223,84,0.9,0.01
106,調製食品；飲料及菸酒,其他非洲國家,218,85,-43.81,0.01
106,調製食品；飲料及菸酒,斐濟,216,86,-21.74,0.01
106,調製食品；飲料及菸酒,奈及利亞,214,87,-11.2,0.01
106,調製食品；飲料及菸酒,牙買加,208,88,-35.6,0.01
106,調製食品；飲料及菸酒,丹麥,193,89,-22.18,0.01
106,調製食品；飲料及菸酒,斯洛維尼亞,193,89,503.13,0.01
106,調製食品；飲料及菸酒,波多黎各,169,90,-47.02,0.01
106,調製食品；飲料及菸酒,烏克蘭,157,91,3.29,0.01
106,調製食品；飲料及菸酒,愛爾蘭,133,92,22.02,0.01
106,調製食品；飲料及菸酒,摩爾多瓦,123,93,123.64,0.01
106,調製食品；飲料及菸酒,幾內亞,116,94,-18.88,0.01
106,調製食品；飲料及菸酒,其他中美洲國家,106,95,34.18,0
106,調製食品；飲料及菸酒,芬蘭,83,96,-36.15,0
106,調製食品；飲料及菸酒,馬爾地夫,81,97,237.5,0
106,調製食品；飲料及菸酒,赤道幾內亞,77,98,-29.36,0
106,調製食品；飲料及菸酒,喀麥隆,75,99,0,0
106,調製食品；飲料及菸酒,寮國,74,100,-,0
106,調製食品；飲料及菸酒,巴拉圭,74,100,-42.19,0
106,調製食品；飲料及菸酒,蒙古,72,101,5.88,0
106,調製食品；飲料及菸酒,巴林,68,102,100,0
106,調製食品；飲料及菸酒,坦尚尼亞,66,103,135.71,0
106,調製食品；飲料及菸酒,愛沙尼亞,62,104,-54.07,0
106,調製食品；飲料及菸酒,巴勒斯坦,59,105,-49.57,0
106,調製食品；飲料及菸酒,賴比瑞亞,57,106,78.13,0
106,調製食品；飲料及菸酒,查德,51,107,-73.02,0
106,調製食品；飲料及菸酒,敘利亞,47,108,370,0
106,調製食品；飲料及菸酒,東加,44,109,-21.43,0
106,調製食品；飲料及菸酒,吉布地,42,110,200,0
106,調製食品；飲料及菸酒,玻利維亞,42,110,-8.7,0
106,調製食品；飲料及菸酒,葛摩聯盟,42,110,-41.67,0
106,調製食品；飲料及菸酒,蒙特內哥羅共和國,41,111,412.5,0
106,調製食品；飲料及菸酒,亞美尼亞,40,112,100,0
106,調製食品；飲料及菸酒,伊朗,38,113,-89.42,0
106,調製食品；飲料及菸酒,布吉納法索,36,114,44,0
106,調製食品；飲料及菸酒,塞內加爾,33,115,17.86,0
106,調製食品；飲料及菸酒,吉里巴斯,26,116,4,0
106,調製食品；飲料及菸酒,阿爾巴尼亞,26,116,-,0
106,調製食品；飲料及菸酒,北馬其頓,21,117,-52.27,0
106,調製食品；飲料及菸酒,巴布亞紐幾內亞,18,118,-,0
106,調製食品；飲料及菸酒,幾內亞比索,14,119,-,0
106,調製食品；飲料及菸酒,阿曼,14,119,-53.33,0
106,調製食品；飲料及菸酒,加彭,11,120,-,0
106,調製食品；飲料及菸酒,安哥拉,11,120,83.33,0
106,調製食品；飲料及菸酒,納米比亞,11,120,-47.62,0
106,調製食品；飲料及菸酒,貝南,11,120,-50,0
106,調製食品；飲料及菸酒,馬爾他,11,120,-77.08,0
106,調製食品；飲料及菸酒,海地,9,121,-71.88,0
106,調製食品；飲料及菸酒,象牙海岸,9,121,28.57,0
106,調製食品；飲料及菸酒,尼泊爾,7,122,-,0
106,調製食品；飲料及菸酒,哈薩克,6,123,-,0
106,調製食品；飲料及菸酒,馬達加斯加,6,123,-87.76,0
106,調製食品；飲料及菸酒,史瓦帝尼,5,124,-61.54,0
106,調製食品；飲料及菸酒,巴貝多,3,125,-50,0
106,調製食品；飲料及菸酒,大溪地,2,126,-,0
106,調製食品；飲料及菸酒,聖露西亞,1,127,-,0
106,調製食品；飲料及菸酒,賴索托,1,127,-85.71,0
106,紡織品,越南,2175796,1,4.96,21.6
106,紡織品,中國大陸,1939560,2,5.18,19.25
106,紡織品,美國,727259,3,-4.92,7.22
106,紡織品,香港,646107,4,-7.34,6.41
106,紡織品,印尼,539967,5,1.54,5.36
106,紡織品,柬埔寨,374678,6,-4.1,3.72
106,紡織品,日本,359765,7,5.12,3.57
106,紡織品,泰國,341758,8,0.34,3.39
106,紡織品,約旦,253476,9,8.96,2.52
106,紡織品,孟加拉,240295,10,-3.48,2.39
106,紡織品,菲律賓,217266,11,0.62,2.16
106,紡織品,斯里蘭卡,209852,12,4.8,2.08
106,紡織品,印度,156326,13,-2.6,1.55
106,紡織品,墨西哥,103958,14,-2.91,1.03
106,紡織品,德國,103533,15,8.31,1.03
106,紡織品,巴西,98365,16,6.15,0.98
106,紡織品,南韓,97282,17,7.68,0.97
106,紡織品,馬來西亞,85394,18,-15.63,0.85
106,紡織品,巴基斯坦,81219,19,-4.08,0.81
106,紡織品,英國,77654,20,6.54,0.77
106,紡織品,土耳其,74222,21,17.84,0.74
106,紡織品,加拿大,71362,22,10.1,0.71
106,紡織品,義大利,70034,23,12.78,0.7
106,紡織品,澳大利亞,65500,24,-2.92,0.65
106,紡織品,南非,65425,25,18.85,0.65
106,紡織品,荷蘭,64223,26,9.75,0.64
106,紡織品,阿拉伯聯合大公國,56510,27,6.15,0.56
106,紡織品,緬甸,50173,28,24.81,0.5
106,紡織品,賴索托,46150,29,3.75,0.46
106,紡織品,新加坡,39571,30,-12.81,0.39
106,紡織品,西班牙,35161,31,-1.78,0.35
106,紡織品,沙烏地阿拉伯,34839,32,-5.08,0.35
106,紡織品,比利時,30845,33,-3.32,0.31
106,紡織品,法國,27405,34,-1.37,0.27
106,紡織品,埃及,26667,35,-21.44,0.26
106,紡織品,波蘭,25116,36,11.67,0.25
106,紡織品,肯亞,25035,37,-2.28,0.25
106,紡織品,以色列,24880,38,-4.14,0.25
106,紡織品,伊朗,23211,39,-51.4,0.23
106,紡織品,海地,20990,40,40.95,0.21
106,紡織品,俄羅斯,20927,41,20.39,0.21
106,紡織品,哥倫比亞,18246,42,-22.41,0.18
106,紡織品,智利,16554,43,-2.03,0.16
106,紡織品,阿根廷,15920,44,7.63,0.16
106,紡織品,秘魯,13651,45,1.87,0.14
106,紡織品,多明尼加,13569,46,10.22,0.13
106,紡織品,其他國家,13496,47,9.65,0.13
106,紡織品,厄瓜多,13282,48,31.36,0.13
106,紡織品,紐西蘭,13082,49,1.4,0.13
106,紡織品,巴拿馬,11936,50,-3.55,0.12
106,紡織品,瑞典,11722,51,42.67,0.12
106,紡織品,芬蘭,11145,52,8.5,0.11
106,紡織品,捷克,10668,53,25.61,0.11
106,紡織品,宏都拉斯,9504,54,-30.32,0.09
106,紡織品,愛沙尼亞,8330,55,-22.37,0.08
106,紡織品,尼加拉瓜,6631,56,-25.3,0.07
106,紡織品,瓜地馬拉,6168,57,-17.72,0.06
106,紡織品,馬紹爾群島共和國,6025,58,3.65,0.06
106,紡織品,薩爾瓦多,5389,59,-3.73,0.05
106,紡織品,保加利亞,5362,60,-6.68,0.05
106,紡織品,吉布地,5287,61,-2.35,0.05
106,紡織品,葡萄牙,4928,62,17.31,0.05
106,紡織品,寮國,4892,63,108.79,0.05
106,紡織品,烏克蘭,4845,64,50.7,0.05
106,紡織品,馬達加斯加,4826,65,31.53,0.05
106,紡織品,斯洛維尼亞,4549,66,24.94,0.05
106,紡織品,敘利亞,4498,67,54.2,0.04
106,紡織品,科威特,4229,68,-27.85,0.04
106,紡織品,黎巴嫩,4110,69,-6.25,0.04
106,紡織品,澳門,4017,70,-47.28,0.04
106,紡織品,希臘,3957,71,-14.29,0.04
106,紡織品,瑞士,3893,72,7.57,0.04
106,紡織品,丹麥,3863,73,5.58,0.04
106,紡織品,立陶宛,3680,74,32.37,0.04
106,紡織品,拉脫維亞,3524,75,-14.07,0.03
106,紡織品,突尼西亞,3516,76,18.22,0.03
106,紡織品,其他非洲國家,3057,77,56.21,0.03
106,紡織品,斐濟,3057,77,-14.42,0.03
106,紡織品,摩洛哥,3053,78,-1.39,0.03
106,紡織品,奈及利亞,2881,79,91.17,0.03
106,紡織品,阿曼,2851,80,97.03,0.03
106,紡織品,匈牙利,2671,81,27.25,0.03
106,紡織品,羅馬尼亞,2661,82,-23.38,0.03
106,紡織品,衣索比亞,2580,83,40.91,0.03
106,紡織品,烏拉圭,1944,84,89.47,0.02
106,紡織品,巴拉圭,1939,85,15.21,0.02
106,紡織品,奧地利,1937,86,-23.5,0.02
106,紡織品,千里達及托巴哥,1828,87,-32.1,0.02
106,紡織品,牙買加,1742,88,8.94,0.02
106,紡織品,坦尚尼亞,1640,89,-22.31,0.02
106,紡織品,其他大洋洲國家,1605,90,-41.29,0.02
106,紡織品,模里西斯,1527,91,-1.23,0.02
106,紡織品,阿爾及利亞,1488,92,11.38,0.01
106,紡織品,哥斯大黎加,1470,93,-38.55,0.01
106,紡織品,挪威,1446,94,-23.69,0.01
106,紡織品,蒙特內哥羅共和國,1371,95,23.74,0.01
106,紡織品,克羅埃西亞,1297,96,-8.6,0.01
106,紡織品,愛爾蘭,1281,97,12.86,0.01
106,紡織品,伊拉克,1220,98,45.07,0.01
106,紡織品,馬爾他,1216,99,100,0.01
106,紡織品,莫三比克,1206,100,-27.91,0.01
106,紡織品,尼泊爾,1198,101,31.22,0.01
106,紡織品,象牙海岸,1153,102,-51.55,0.01
106,紡織品,巴林,1050,103,56.02,0.01
106,紡織品,波多黎各,1001,104,-25.52,0.01
106,紡織品,蓋亞那,921,105,39.55,0.01
106,紡織品,塞內加爾,918,106,153.59,0.01
106,紡織品,斯洛伐克,883,107,-17.09,0.01
106,紡織品,白俄羅斯,830,108,40.44,0.01
106,紡織品,美屬薩摩亞,775,109,33.39,0.01
106,紡織品,卡達,756,110,1.61,0.01
106,紡織品,蘇利南,722,111,48.87,0.01
106,紡織品,史瓦帝尼,691,112,-10.14,0.01
106,紡織品,索馬利亞,660,113,-,0.01
106,紡織品,巴貝多,483,114,-2.62,0
106,紡織品,多哥,365,115,-57.41,0
106,紡織品,委內瑞拉,355,116,-64.25,0
106,紡織品,利比亞,350,117,209.73,0
106,紡織品,賽普勒斯,339,118,-1.45,0
106,紡織品,茅利塔尼亞伊斯蘭共和國,324,119,94.01,0
106,紡織品,葉門,311,120,-21.27,0
106,紡織品,迦納,284,121,198.95,0
106,紡織品,巴布亞紐幾內亞,240,122,-5.88,0
106,紡織品,馬拉威,233,123,180.72,0
106,紡織品,帛琉,231,124,75,0
106,紡織品,汶萊,191,125,-9.48,0
106,紡織品,蒙古,190,126,660,0
106,紡織品,阿爾巴尼亞,187,127,-13.82,0
106,紡織品,安哥拉,180,128,275,0
106,紡織品,辛巴威,170,129,-25.44,0
106,紡織品,哈薩克,161,130,96.34,0
106,紡織品,玻利維亞,150,131,4.9,0
106,紡織品,索羅門群島,142,132,79.75,0
106,紡織品,貝里斯,141,133,-47.78,0
106,紡織品,薩摩亞,140,134,-58.94,0
106,紡織品,關島,132,135,29.41,0
106,紡織品,其他中美洲國家,130,136,113.11,0
106,紡織品,獅子山,122,137,-,0
106,紡織品,納米比亞,118,138,126.92,0
106,紡織品,北馬其頓,114,139,-14.93,0
106,紡織品,吉里巴斯,111,140,428.57,0
106,紡織品,聖露西亞,99,141,-5.71,0
106,紡織品,紐喀里多尼亞,93,142,3.33,0
106,紡織品,尚比亞,90,143,-4.26,0
106,紡織品,蘇丹,88,144,62.96,0
106,紡織品,聖文森及格瑞納丁,76,145,111.11,0
106,紡織品,塞爾維亞,75,146,25,0
106,紡織品,甘比亞,71,147,29.09,0
106,紡織品,剛果民主共和國,59,148,-41.58,0
106,紡織品,萬那杜,51,149,-42.05,0
106,紡織品,冰島,50,150,0,0
106,紡織品,格瑞那達,45,151,-31.82,0
106,紡織品,東加,43,152,13.16,0
106,紡織品,幾內亞,36,153,157.14,0
106,紡織品,馬爾地夫,32,154,6.67,0
106,紡織品,剛果,31,155,-,0
106,紡織品,其他歐洲國家,24,156,-,0
106,紡織品,貝南,20,157,-83.61,0
106,紡織品,大溪地,18,158,-28,0
106,紡織品,巴勒斯坦,16,159,700,0
106,紡織品,喬治亞,12,160,-82.09,0
106,紡織品,巴哈馬,12,160,-,0
106,紡織品,喀麥隆,11,161,-68.57,0
106,紡織品,亞美尼亞,9,162,-,0
106,紡織品,盧森堡,9,162,12.5,0
106,紡織品,盧安達,8,163,-,0
106,紡織品,吐瓦魯,3,164,-,0
106,紡織品,其他南美洲國家,2,165,0,0
106,紡織品,波士尼亞及赫塞哥維納,2,165,0,0
106,紡織品,聖克里斯多福,1,166,-80,0
106,紙漿；紙及其製品；印刷品,中國大陸,415487,1,34.93,21.21
106,紙漿；紙及其製品；印刷品,越南,212034,2,7.17,10.82
106,紙漿；紙及其製品；印刷品,美國,198528,3,3.63,10.13
106,紙漿；紙及其製品；印刷品,泰國,131177,4,45.44,6.7
106,紙漿；紙及其製品；印刷品,馬來西亞,128964,5,18.85,6.58
106,紙漿；紙及其製品；印刷品,日本,115190,6,31.22,5.88
106,紙漿；紙及其製品；印刷品,香港,108626,7,2.27,5.54
106,紙漿；紙及其製品；印刷品,澳大利亞,74206,8,-4.72,3.79
106,紙漿；紙及其製品；印刷品,菲律賓,67346,9,4.28,3.44
106,紙漿；紙及其製品；印刷品,印度,56532,10,16.69,2.89
106,紙漿；紙及其製品；印刷品,南韓,53062,11,-24.7,2.71
106,紙漿；紙及其製品；印刷品,印尼,48311,12,-1.81,2.47
106,紙漿；紙及其製品；印刷品,新加坡,43501,13,12.85,2.22
106,紙漿；紙及其製品；印刷品,孟加拉,35124,14,17.18,1.79
106,紙漿；紙及其製品；印刷品,柬埔寨,30200,15,32.49,1.54
106,紙漿；紙及其製品；印刷品,德國,20491,16,15.82,1.05
106,紙漿；紙及其製品；印刷品,斯里蘭卡,15158,17,0.9,0.77
106,紙漿；紙及其製品；印刷品,加拿大,14233,18,13.55,0.73
106,紙漿；紙及其製品；印刷品,阿拉伯聯合大公國,14060,19,-4.26,0.72
106,紙漿；紙及其製品；印刷品,荷蘭,11120,20,24.2,0.57
106,紙漿；紙及其製品；印刷品,紐西蘭,10835,21,5.34,0.55
106,紙漿；紙及其製品；印刷品,緬甸,10603,22,116.74,0.54
106,紙漿；紙及其製品；印刷品,英國,9361,23,-6.35,0.48
106,紙漿；紙及其製品；印刷品,沙烏地阿拉伯,7470,24,-0.53,0.38
106,紙漿；紙及其製品；印刷品,約旦,7466,25,1.36,0.38
106,紙漿；紙及其製品；印刷品,義大利,6722,26,1.19,0.34
106,紙漿；紙及其製品；印刷品,俄羅斯,6408,27,24.5,0.33
106,紙漿；紙及其製品；印刷品,土耳其,6276,28,22.46,0.32
106,紙漿；紙及其製品；印刷品,巴西,6135,29,-10.35,0.31
106,紙漿；紙及其製品；印刷品,墨西哥,5853,30,83.94,0.3
106,紙漿；紙及其製品；印刷品,南非,5703,31,9.06,0.29
106,紙漿；紙及其製品；印刷品,阿根廷,5679,32,8.94,0.29
106,紙漿；紙及其製品；印刷品,以色列,4545,33,4.34,0.23
106,紙漿；紙及其製品；印刷品,哥倫比亞,3844,34,15.4,0.2
106,紙漿；紙及其製品；印刷品,法國,3835,35,-11.66,0.2
106,紙漿；紙及其製品；印刷品,埃及,3748,36,-9.88,0.19
106,紙漿；紙及其製品；印刷品,伊朗,3382,37,-19.72,0.17
106,紙漿；紙及其製品；印刷品,智利,3375,38,-9.98,0.17
106,紙漿；紙及其製品；印刷品,巴基斯坦,3029,39,69.22,0.15
106,紙漿；紙及其製品；印刷品,肯亞,2773,40,6.94,0.14
